set_id,person,garment,seed,prior,bc2,er,person_wh_1mp,canvas_SCALE,canvas_NOSCALE,noscale_noop
p009+dualuse_gal_gadot_blue_dress_redcarpet,p009,dualuse_gal_gadot_blue_dress_redcarpet,46,clean,,,682x1024,832x1248,672x1024,
p009+dualuse_gal_gadot_blue_dress_redcarpet,p009,dualuse_gal_gadot_blue_dress_redcarpet,47,clean,,,682x1024,832x1248,672x1024,
p009+dualuse_gal_gadot_blue_dress_redcarpet,p009,dualuse_gal_gadot_blue_dress_redcarpet,48,clean,,,682x1024,832x1248,672x1024,
p010+dualuse_hugh_jackman_grey_suit_outdoor,p010,dualuse_hugh_jackman_grey_suit_outdoor,46,clean,,,683x1024,832x1248,672x1024,
p010+dualuse_hugh_jackman_grey_suit_outdoor,p010,dualuse_hugh_jackman_grey_suit_outdoor,47,clean,,,683x1024,832x1248,672x1024,
p010+dualuse_hugh_jackman_grey_suit_outdoor,p010,dualuse_hugh_jackman_grey_suit_outdoor,48,clean,,,683x1024,832x1248,672x1024,
p011+dualuse_man_black_suit_studio_nonceleb,p011,dualuse_man_black_suit_studio_nonceleb,46,clean,,,683x1024,832x1248,672x1024,
p011+dualuse_man_black_suit_studio_nonceleb,p011,dualuse_man_black_suit_studio_nonceleb,47,clean,,,683x1024,832x1248,672x1024,
p011+dualuse_man_black_suit_studio_nonceleb,p011,dualuse_man_black_suit_studio_nonceleb,48,clean,,,683x1024,832x1248,672x1024,
p012+dualuse_queen_latifah_gown_stage,p012,dualuse_queen_latifah_gown_stage,46,fail,fail,fail,682x1024,832x1248,672x1024,
p012+dualuse_queen_latifah_gown_stage,p012,dualuse_queen_latifah_gown_stage,47,fail,fail,,682x1024,832x1248,672x1024,
p012+dualuse_queen_latifah_gown_stage,p012,dualuse_queen_latifah_gown_stage,48,clean,,,682x1024,832x1248,672x1024,
p013+dualuse_scarlett_johansson_black_dress_backview_night,p013,dualuse_scarlett_johansson_black_dress_backview_night,46,fail,fail,,1024x683,1248x832,1024x672,
p013+dualuse_scarlett_johansson_black_dress_backview_night,p013,dualuse_scarlett_johansson_black_dress_backview_night,47,fail,fail,,1024x683,1248x832,1024x672,
p013+dualuse_scarlett_johansson_black_dress_backview_night,p013,dualuse_scarlett_johansson_black_dress_backview_night,48,fail,fail,,1024x683,1248x832,1024x672,
p014+dualuse_woman_top_denim_skirt_nonceleb,p014,dualuse_woman_top_denim_skirt_nonceleb,46,clean,,,682x1024,832x1248,672x1024,
p014+dualuse_woman_top_denim_skirt_nonceleb,p014,dualuse_woman_top_denim_skirt_nonceleb,47,clean,,,682x1024,832x1248,672x1024,
p014+dualuse_woman_top_denim_skirt_nonceleb,p014,dualuse_woman_top_denim_skirt_nonceleb,48,clean,,,682x1024,832x1248,672x1024,
p015+dualuse_zendaya_white_blazer_skirt,p015,dualuse_zendaya_white_blazer_skirt,46,clean,,,683x1024,832x1248,672x1024,
p015+dualuse_zendaya_white_blazer_skirt,p015,dualuse_zendaya_white_blazer_skirt,47,clean,,,683x1024,832x1248,672x1024,
p015+dualuse_zendaya_white_blazer_skirt,p015,dualuse_zendaya_white_blazer_skirt,48,clean,,,683x1024,832x1248,672x1024,
p016+dualuse_lp_beige_long_coat_menswear,p016,dualuse_lp_beige_long_coat_menswear,46,clean,,,682x1024,832x1248,672x1024,
p016+dualuse_lp_beige_long_coat_menswear,p016,dualuse_lp_beige_long_coat_menswear,47,clean,,,682x1024,832x1248,672x1024,
p016+dualuse_lp_beige_long_coat_menswear,p016,dualuse_lp_beige_long_coat_menswear,48,clean,,,682x1024,832x1248,672x1024,
p017+dualuse_lp_floral_kimono_set,p017,dualuse_lp_floral_kimono_set,46,clean,,,682x1024,832x1248,672x1024,
p017+dualuse_lp_floral_kimono_set,p017,dualuse_lp_floral_kimono_set,47,clean,,,682x1024,832x1248,672x1024,
p017+dualuse_lp_floral_kimono_set,p017,dualuse_lp_floral_kimono_set,48,clean,,,682x1024,832x1248,672x1024,
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,p018,dualuse_lp_navy_quarterzip_knit_LOWRES,46,clean,,,682x1024,832x1248,672x1024,
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,p018,dualuse_lp_navy_quarterzip_knit_LOWRES,47,clean,,,682x1024,832x1248,672x1024,
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,p018,dualuse_lp_navy_quarterzip_knit_LOWRES,48,clean,,,682x1024,832x1248,672x1024,
p019+dualuse_lp_plaid_overcoat_brown_suit,p019,dualuse_lp_plaid_overcoat_brown_suit,46,clean,,,1024x683,1248x832,1024x672,
p019+dualuse_lp_plaid_overcoat_brown_suit,p019,dualuse_lp_plaid_overcoat_brown_suit,47,clean,,,1024x683,1248x832,1024x672,
p019+dualuse_lp_plaid_overcoat_brown_suit,p019,dualuse_lp_plaid_overcoat_brown_suit,48,clean,,,1024x683,1248x832,1024x672,
p020+dualuse_navy_peacoat_onmodel,p020,dualuse_navy_peacoat_onmodel,46,clean,,,819x1024,896x1120,800x1024,
p020+dualuse_navy_peacoat_onmodel,p020,dualuse_navy_peacoat_onmodel,47,clean,,,819x1024,896x1120,800x1024,
p020+dualuse_navy_peacoat_onmodel,p020,dualuse_navy_peacoat_onmodel,48,clean,,,819x1024,896x1120,800x1024,
p021+g004,p021,g004,46,clean,,,684x1024,832x1248,672x1024,
p021+g004,p021,g004,47,clean,,,684x1024,832x1248,672x1024,
p021+g004,p021,g004,48,clean,,,684x1024,832x1248,672x1024,
p022+g005,p022,g005,46,clean,,,682x1024,832x1248,672x1024,
p022+g005,p022,g005,47,clean,,,682x1024,832x1248,672x1024,
p022+g005,p022,g005,48,clean,,,682x1024,832x1248,672x1024,
p023+g009,p023,g009,46,clean,,,682x1024,832x1248,672x1024,
p023+g009,p023,g009,47,clean,,,682x1024,832x1248,672x1024,
p023+g009,p023,g009,48,clean,,,682x1024,832x1248,672x1024,
p024+g011,p024,g011,46,clean,,,682x1024,832x1248,672x1024,
p024+g011,p024,g011,47,clean,,,682x1024,832x1248,672x1024,
p024+g011,p024,g011,48,clean,,,682x1024,832x1248,672x1024,
p025+g012,p025,g012,46,clean,,,731x1024,864x1184,704x1024,
p025+g012,p025,g012,47,clean,,,731x1024,864x1184,704x1024,
p025+g012,p025,g012,48,clean,,,731x1024,864x1184,704x1024,
p026+g013,p026,g013,46,clean,,,682x1024,832x1248,672x1024,
p026+g013,p026,g013,47,clean,,,682x1024,832x1248,672x1024,
p026+g013,p026,g013,48,clean,,,682x1024,832x1248,672x1024,
p027+g014,p027,g014,46,clean,,,1024x1024,1024x1024,1024x1024,1
p027+g014,p027,g014,47,clean,,,1024x1024,1024x1024,1024x1024,1
p027+g014,p027,g014,48,clean,,,1024x1024,1024x1024,1024x1024,1
p028+g015,p028,g015,46,clean,,,1024x683,1248x832,1024x672,
p028+g015,p028,g015,47,clean,,,1024x683,1248x832,1024x672,
p028+g015,p028,g015,48,clean,,,1024x683,1248x832,1024x672,
p029+g018,p029,g018,46,clean,,,1024x683,1248x832,1024x672,
p029+g018,p029,g018,47,clean,,,1024x683,1248x832,1024x672,
p029+g018,p029,g018,48,clean,,,1024x683,1248x832,1024x672,
p030+g024,p030,g024,46,clean,,,682x1024,832x1248,672x1024,
p030+g024,p030,g024,47,clean,,,682x1024,832x1248,672x1024,
p030+g024,p030,g024,48,clean,,,682x1024,832x1248,672x1024,
dualuse_emma_watson_black_blazer_armscrossed+g027,dualuse_emma_watson_black_blazer_armscrossed,g027,46,clean,,,1232x851,1216x832,1216x832,1
dualuse_emma_watson_black_blazer_armscrossed+g027,dualuse_emma_watson_black_blazer_armscrossed,g027,47,clean,,,1232x851,1216x832,1216x832,1
dualuse_emma_watson_black_blazer_armscrossed+g027,dualuse_emma_watson_black_blazer_armscrossed,g027,48,clean,,,1232x851,1216x832,1216x832,1
dualuse_gal_gadot_blue_dress_redcarpet+g029,dualuse_gal_gadot_blue_dress_redcarpet,g029,46,clean,,,742x1412,736x1408,736x1408,1
dualuse_gal_gadot_blue_dress_redcarpet+g029,dualuse_gal_gadot_blue_dress_redcarpet,g029,47,clean,,,742x1412,736x1408,736x1408,1
dualuse_gal_gadot_blue_dress_redcarpet+g029,dualuse_gal_gadot_blue_dress_redcarpet,g029,48,clean,,,742x1412,736x1408,736x1408,1
